corr,rt,block_type,trial_type
1.0,2.3227,step1,practice
1.0,0.8954,step1,practice
1.0,1.2641,step1,practice
1.0,0.4975,step1,practice
1.0,0.6799,step1,practice
1.0,0.6474,step1,practice
1.0,1.3142,step1,practice
1.0,0.713,step1,practice
1.0,0.6307,step1,practice
0.0,0.781,step1,practice
1.0,0.9317,step1,practice
1.0,0.7999,step1,practice
1.0,0.7319,step1,practice
1.0,0.5351,step1,practice
0.0,0.4354,step1,practice
1.0,0.7187,step1,practice
1.0,0.6423,step1,practice
1.0,0.6161,step1,practice
1.0,1.348,step1,practice
1.0,0.5856,step1,practice
1.0,1.1255,step2,practice
1.0,0.6176,step2,practice
1.0,0.768,step2,practice
0.0,1.1495,step2,practice
1.0,0.53,step2,practice
1.0,0.4835,step2,practice
1.0,0.5312,step2,practice
1.0,1.2971,step2,practice
1.0,1.0848,step2,practice
1.0,0.898,step2,practice
1.0,0.5632,step2,practice
1.0,0.6832,step2,practice
1.0,0.5671,step2,practice
1.0,0.7189,step2,practice
1.0,0.863,step2,practice
1.0,0.681,step2,practice
1.0,0.6572,step2,practice
1.0,0.5145,step2,practice
1.0,0.6495,step2,practice
1.0,0.5478,step2,practice
1.0,1.5,step3,practice
1.0,0.8237,step3,practice
1.0,1.1232,step3,practice
1.0,0.8006,step3,practice
1.0,0.9161,step3,practice
1.0,0.6676,step3,practice
1.0,0.6385,step3,practice
1.0,0.5593,step3,practice
1.0,0.4678,step3,practice
1.0,0.5874,step3,practice
1.0,0.5052,step3,practice
1.0,0.6595,step3,practice
1.0,0.6169,step3,practice
0.0,0.6833,step3,practice
1.0,0.7698,step3,practice
1.0,0.5921,step3,practice
1.0,0.5324,step3,practice
0.0,0.4472,step3,practice
1.0,0.5355,step3,practice
1.0,0.8984,step3,practice
1.0,0.8713,step3,test
1.0,1.0999,step3,test
1.0,0.8333,step3,test
1.0,0.6766,step3,test
1.0,0.6166,step3,test
1.0,0.8156,step3,test
1.0,0.6663,step3,test
1.0,0.5726,step3,test
1.0,0.6714,step3,test
1.0,0.5836,step3,test
1.0,0.5882,step3,test
0.0,0.5631,step3,test
1.0,1.5192,step3,test
1.0,0.6834,step3,test
1.0,0.7156,step3,test
1.0,0.6998,step3,test
1.0,1.0868,step3,test
1.0,0.5874,step3,test
1.0,0.6913,step3,test
1.0,0.6076,step3,test
1.0,0.6832,step3,test
1.0,0.7597,step3,test
1.0,0.5342,step3,test
1.0,0.6336,step3,test
1.0,0.6836,step3,test
1.0,0.6158,step3,test
1.0,0.5725,step3,test
1.0,1.049,step3,test
1.0,0.7173,step3,test
1.0,0.6505,step3,test
1.0,1.4319,step3,test
1.0,0.6244,step3,test
1.0,1.7035,step3,test
1.0,0.5344,step3,test
1.0,0.6335,step3,test
1.0,0.6169,step3,test
1.0,0.5923,step3,test
1.0,0.7025,step3,test
1.0,0.5514,step3,test
1.0,0.7206,step3,test
1.0,0.9484,step4,practice
1.0,0.8547,step4,practice
1.0,0.5608,step4,practice
1.0,0.5833,step4,practice
1.0,1.7315,step4,practice
1.0,3.0403,step4,practice
1.0,3.3013,step4,practice
1.0,1.8149,step4,practice
0.0,0.651,step4,practice
1.0,2.0437,step4,practice
1.0,1.0996,step4,practice
1.0,2.1475,step4,practice
0.0,0.5171,step4,practice
1.0,0.6158,step4,practice
1.0,0.6654,step4,practice
1.0,0.6841,step4,practice
1.0,0.6172,step4,practice
0.0,0.6072,step4,practice
1.0,0.5583,step4,practice
1.0,0.5752,step4,practice
1.0,1.6568,step5,practice
1.0,1.2516,step5,practice
1.0,0.5384,step5,practice
1.0,0.8984,step5,practice
0.0,0.6068,step5,practice
1.0,0.6163,step5,practice
1.0,0.518,step5,practice
1.0,0.4509,step5,practice
1.0,0.7343,step5,practice
1.0,0.489,step5,practice
1.0,0.6354,step5,practice
1.0,0.621,step5,practice
1.0,0.5535,step5,practice
1.0,0.6698,step5,practice
0.0,0.9325,step5,practice
1.0,0.785,step5,practice
0.0,0.9855,step5,practice
1.0,0.7714,step5,practice
0.0,0.4164,step5,practice
1.0,1.4301,step5,practice
0.0,1.0492,step5,test
1.0,1.1514,step5,test
1.0,1.0497,step5,test
1.0,0.7694,step5,test
1.0,0.6578,step5,test
1.0,1.0663,step5,test
1.0,0.808,step5,test
0.0,0.7999,step5,test
1.0,1.6996,step5,test
1.0,1.8666,step5,test
1.0,0.7657,step5,test
1.0,0.732,step5,test
1.0,0.8874,step5,test
1.0,1.0209,step5,test
1.0,0.8044,step5,test
1.0,0.8501,step5,test
1.0,0.9317,step5,test
1.0,0.7163,step5,test
1.0,0.6997,step5,test
0.0,1.1319,step5,test
1.0,0.9986,step5,test
1.0,1.1003,step5,test
1.0,1.2712,step5,test
1.0,1.2457,step5,test
1.0,0.5959,step5,test
1.0,1.0044,step5,test
1.0,0.4689,step5,test
1.0,0.6487,step5,test
1.0,0.8515,step5,test
0.0,0.8791,step5,test
1.0,1.3153,step5,test
1.0,0.8187,step5,test
1.0,0.9979,step5,test
1.0,0.732,step5,test
1.0,0.6171,step5,test
1.0,1.1485,step5,test
1.0,2.1484,step5,test
1.0,0.7081,step5,test
1.0,0.9341,step5,test
1.0,1.4155,step5,test
