corr,rt,block_type,trial_type
1.0,0.6784,step1,practice
1.0,1.1481,step1,practice
1.0,0.6355,step1,practice
1.0,0.8699,step1,practice
1.0,0.6139,step1,practice
1.0,0.6964,step1,practice
1.0,0.4625,step1,practice
1.0,0.496,step1,practice
1.0,0.53,step1,practice
1.0,0.4632,step1,practice
1.0,1.1546,step1,practice
1.0,1.1329,step1,practice
1.0,0.4665,step1,practice
1.0,0.5948,step1,practice
1.0,0.6023,step1,practice
1.0,0.8143,step1,practice
1.0,0.6347,step1,practice
1.0,0.4697,step1,practice
1.0,0.6364,step1,practice
1.0,0.7275,step1,practice
1.0,0.6286,step2,practice
1.0,0.6114,step2,practice
1.0,0.6233,step2,practice
1.0,0.4956,step2,practice
1.0,0.5214,step2,practice
1.0,0.4887,step2,practice
1.0,0.5432,step2,practice
1.0,0.8863,step2,practice
1.0,0.4959,step2,practice
1.0,0.544,step2,practice
1.0,0.6799,step2,practice
1.0,0.8771,step2,practice
1.0,0.7288,step2,practice
1.0,0.667,step2,practice
1.0,0.7993,step2,practice
1.0,0.8296,step2,practice
1.0,0.526,step2,practice
1.0,0.7392,step2,practice
1.0,0.6248,step2,practice
1.0,0.549,step2,practice
1.0,0.5772,step3,practice
1.0,0.5839,step3,practice
1.0,1.334,step3,practice
1.0,1.0418,step3,practice
1.0,0.566,step3,practice
1.0,0.5244,step3,practice
1.0,0.4694,step3,practice
1.0,0.5345,step3,practice
1.0,0.7127,step3,practice
1.0,0.5676,step3,practice
1.0,1.0604,step3,practice
1.0,0.967,step3,practice
1.0,0.4831,step3,practice
1.0,2.0808,step3,practice
1.0,0.5676,step3,practice
1.0,0.5678,step3,practice
0.0,0.75,step3,practice
1.0,0.7241,step3,practice
1.0,0.4479,step3,practice
1.0,0.4702,step3,practice
1.0,0.5475,step3,test
1.0,0.4211,step3,test
1.0,0.3993,step3,test
1.0,0.6113,step3,test
1.0,0.7323,step3,test
1.0,0.4575,step3,test
1.0,0.469,step3,test
1.0,0.4891,step3,test
1.0,0.535,step3,test
1.0,0.5244,step3,test
1.0,0.5501,step3,test
1.0,0.764,step3,test
1.0,1.0554,step3,test
1.0,0.6655,step3,test
1.0,0.5102,step3,test
1.0,0.7343,step3,test
1.0,0.6521,step3,test
1.0,0.7394,step3,test
0.0,0.51,step3,test
1.0,2.3504,step3,test
1.0,0.6863,step3,test
1.0,0.5482,step3,test
1.0,0.5027,step3,test
1.0,0.5458,step3,test
1.0,0.5746,step3,test
1.0,0.8183,step3,test
1.0,1.182,step3,test
1.0,0.6964,step3,test
1.0,0.5305,step3,test
1.0,0.4501,step3,test
1.0,0.6001,step3,test
1.0,0.805,step3,test
1.0,0.5627,step3,test
1.0,0.5236,step3,test
1.0,0.5419,step3,test
1.0,0.5844,step3,test
1.0,0.721,step3,test
1.0,0.5668,step3,test
1.0,0.5953,step3,test
1.0,0.7445,step3,test
1.0,0.6989,step4,practice
1.0,1.4962,step4,practice
1.0,0.6499,step4,practice
1.0,0.4984,step4,practice
1.0,0.7528,step4,practice
1.0,0.4738,step4,practice
1.0,0.9192,step4,practice
1.0,0.601,step4,practice
1.0,0.5555,step4,practice
0.0,0.6296,step4,practice
1.0,0.4362,step4,practice
1.0,0.6351,step4,practice
1.0,0.671,step4,practice
1.0,0.5503,step4,practice
1.0,0.521,step4,practice
1.0,0.4773,step4,practice
1.0,0.5451,step4,practice
1.0,0.5474,step4,practice
1.0,0.6052,step4,practice
1.0,0.5393,step4,practice
1.0,0.7828,step5,practice
1.0,0.7054,step5,practice
1.0,0.7121,step5,practice
0.0,1.6157,step5,practice
1.0,0.5668,step5,practice
1.0,0.6683,step5,practice
1.0,0.6814,step5,practice
1.0,0.5988,step5,practice
1.0,0.745,step5,practice
0.0,0.5182,step5,practice
1.0,0.6183,step5,practice
1.0,0.751,step5,practice
1.0,1.4539,step5,practice
1.0,0.8045,step5,practice
0.0,1.109,step5,practice
1.0,1.0913,step5,practice
1.0,0.742,step5,practice
1.0,0.6219,step5,practice
1.0,0.8243,step5,practice
1.0,0.654,step5,practice
1.0,0.6805,step5,test
1.0,1.3651,step5,test
1.0,0.5161,step5,test
1.0,0.6264,step5,test
1.0,0.8499,step5,test
1.0,2.7068,step5,test
1.0,0.6089,step5,test
1.0,0.4981,step5,test
1.0,0.6068,step5,test
1.0,0.448,step5,test
0.0,2.9673,step5,test
1.0,1.3315,step5,test
1.0,0.578,step5,test
1.0,0.8158,step5,test
1.0,0.7878,step5,test
1.0,0.6937,step5,test
1.0,0.9328,step5,test
1.0,0.7918,step5,test
1.0,0.6428,step5,test
1.0,0.9987,step5,test
1.0,0.7916,step5,test
0.0,0.4991,step5,test
1.0,0.9048,step5,test
1.0,0.6583,step5,test
1.0,0.5505,step5,test
1.0,0.7155,step5,test
1.0,0.5993,step5,test
1.0,0.7417,step5,test
1.0,0.7344,step5,test
1.0,0.7561,step5,test
1.0,0.7481,step5,test
1.0,0.6033,step5,test
1.0,0.6253,step5,test
1.0,0.8471,step5,test
1.0,0.6503,step5,test
0.0,0.868,step5,test
1.0,0.8647,step5,test
1.0,0.7178,step5,test
1.0,0.6652,step5,test
1.0,0.5936,step5,test
