corr,rt,block_type,trial_type
1.0,1.1837,step1,practice
1.0,0.8272,step1,practice
0.0,0.3987,step1,practice
1.0,0.421,step1,practice
1.0,0.7345,step1,practice
1.0,0.5872,step1,practice
1.0,0.5152,step1,practice
1.0,0.5768,step1,practice
1.0,0.5718,step1,practice
1.0,0.6765,step1,practice
1.0,0.5297,step1,practice
1.0,0.5553,step1,practice
1.0,0.5956,step1,practice
1.0,0.444,step1,practice
1.0,0.411,step1,practice
1.0,0.5283,step1,practice
1.0,0.6014,step1,practice
1.0,0.4938,step1,practice
1.0,0.5,step1,practice
1.0,0.5082,step1,practice
1.0,0.4661,step4,practice
1.0,0.4719,step4,practice
1.0,0.6972,step4,practice
1.0,0.4299,step4,practice
1.0,0.4346,step4,practice
1.0,0.6668,step4,practice
1.0,0.4988,step4,practice
1.0,0.6289,step4,practice
1.0,0.5013,step4,practice
1.0,0.4472,step4,practice
1.0,0.4941,step4,practice
1.0,0.4555,step4,practice
1.0,0.4417,step4,practice
1.0,0.5642,step4,practice
1.0,0.7378,step4,practice
1.0,0.5533,step4,practice
1.0,0.3689,step4,practice
1.0,0.3642,step4,practice
0.0,0.336,step4,practice
1.0,0.574,step4,practice
1.0,1.2672,step5,practice
1.0,0.6994,step5,practice
1.0,1.4419,step5,practice
1.0,0.999,step5,practice
0.0,0.8522,step5,practice
1.0,0.971,step5,practice
1.0,0.6639,step5,practice
1.0,0.7998,step5,practice
1.0,1.2071,step5,practice
1.0,0.6637,step5,practice
1.0,0.7163,step5,practice
1.0,0.7141,step5,practice
0.0,0.4466,step5,practice
1.0,0.5813,step5,practice
1.0,1.585,step5,practice
1.0,0.658,step5,practice
1.0,0.65,step5,practice
0.0,0.4812,step5,practice
1.0,0.7143,step5,practice
0.0,1.0392,step5,practice
1.0,0.9169,step5,test
1.0,0.7469,step5,test
1.0,1.4497,step5,test
1.0,1.3253,step5,test
1.0,0.6972,step5,test
1.0,0.484,step5,test
1.0,0.5851,step5,test
1.0,0.5908,step5,test
1.0,0.449,step5,test
1.0,0.5929,step5,test
1.0,0.3879,step5,test
1.0,0.4171,step5,test
0.0,0.8765,step5,test
1.0,1.3314,step5,test
1.0,0.4337,step5,test
1.0,0.7964,step5,test
1.0,0.7863,step5,test
1.0,0.7902,step5,test
1.0,0.554,step5,test
0.0,0.8654,step5,test
0.0,0.7365,step5,test
0.0,1.5971,step5,test
1.0,0.9302,step5,test
1.0,1.3471,step5,test
1.0,1.0067,step5,test
1.0,0.7077,step5,test
0.0,0.5875,step5,test
0.0,0.5641,step5,test
1.0,1.7922,step5,test
1.0,1.0485,step5,test
1.0,0.7207,step5,test
1.0,0.648,step5,test
1.0,1.2304,step5,test
1.0,0.7336,step5,test
1.0,0.7573,step5,test
0.0,1.3639,step5,test
1.0,1.8337,step5,test
1.0,0.6891,step5,test
1.0,0.6647,step5,test
1.0,0.6635,step5,test
1.0,0.767,step2,practice
0.0,0.5891,step2,practice
1.0,0.9642,step2,practice
1.0,0.3543,step2,practice
1.0,0.2891,step2,practice
1.0,0.3911,step2,practice
1.0,0.5304,step2,practice
1.0,0.5493,step2,practice
1.0,0.4635,step2,practice
0.0,0.4218,step2,practice
1.0,0.6731,step2,practice
1.0,0.5801,step2,practice
1.0,0.6142,step2,practice
1.0,0.4871,step2,practice
1.0,0.5636,step2,practice
0.0,0.6474,step2,practice
1.0,1.2245,step2,practice
1.0,0.4506,step2,practice
1.0,0.3994,step2,practice
1.0,0.6547,step2,practice
1.0,0.5129,step3,practice
1.0,0.4354,step3,practice
1.0,0.5484,step3,practice
1.0,0.522,step3,practice
1.0,0.5326,step3,practice
1.0,0.6195,step3,practice
1.0,0.3586,step3,practice
1.0,0.9187,step3,practice
1.0,0.6135,step3,practice
0.0,0.3481,step3,practice
1.0,0.5997,step3,practice
1.0,0.5643,step3,practice
1.0,0.5039,step3,practice
1.0,0.6641,step3,practice
1.0,0.5703,step3,practice
1.0,0.3603,step3,practice
0.0,0.5391,step3,practice
1.0,0.6001,step3,practice
1.0,0.7241,step3,practice
1.0,0.974,step3,practice
1.0,0.4606,step3,test
1.0,0.5961,step3,test
1.0,0.5964,step3,test
1.0,0.533,step3,test
1.0,0.5033,step3,test
0.0,0.3722,step3,test
1.0,1.4426,step3,test
1.0,0.6639,step3,test
1.0,0.4973,step3,test
1.0,0.5875,step3,test
1.0,0.5425,step3,test
1.0,0.6868,step3,test
1.0,0.4497,step3,test
1.0,0.5194,step3,test
1.0,0.6773,step3,test
0.0,0.5642,step3,test
0.0,0.4836,step3,test
1.0,0.6822,step3,test
1.0,0.5476,step3,test
1.0,0.937,step3,test
1.0,0.7477,step3,test
1.0,0.4572,step3,test
1.0,0.5139,step3,test
1.0,0.6012,step3,test
1.0,0.5037,step3,test
1.0,0.5717,step3,test
1.0,0.5138,step3,test
1.0,0.4855,step3,test
1.0,0.6182,step3,test
1.0,0.4975,step3,test
1.0,0.414,step3,test
1.0,0.3323,step3,test
0.0,0.3237,step3,test
1.0,0.9218,step3,test
1.0,0.8419,step3,test
1.0,0.7527,step3,test
1.0,0.4996,step3,test
1.0,0.4819,step3,test
1.0,0.7079,step3,test
1.0,0.415,step3,test
