corr,rt,block_type,trial_type
1.0,1.093,step1,practice
1.0,0.5403,step1,practice
1.0,0.4802,step1,practice
1.0,0.5076,step1,practice
1.0,0.4876,step1,practice
1.0,0.3301,step1,practice
1.0,0.4797,step1,practice
1.0,0.591,step1,practice
1.0,0.2718,step1,practice
1.0,0.4577,step1,practice
0.0,0.3811,step1,practice
1.0,0.5369,step1,practice
1.0,0.4828,step1,practice
1.0,0.522,step1,practice
1.0,0.4813,step1,practice
1.0,0.4419,step1,practice
1.0,0.4958,step1,practice
1.0,0.4734,step1,practice
1.0,0.5141,step1,practice
1.0,0.4955,step1,practice
1.0,0.5653,step2,practice
1.0,0.4588,step2,practice
1.0,0.4482,step2,practice
1.0,0.4326,step2,practice
1.0,0.732,step2,practice
1.0,0.4751,step2,practice
1.0,0.4638,step2,practice
1.0,0.59,step2,practice
1.0,0.4638,step2,practice
1.0,1.1987,step2,practice
1.0,0.4876,step2,practice
1.0,0.6197,step2,practice
1.0,0.6542,step2,practice
1.0,0.6028,step2,practice
0.0,0.4708,step2,practice
1.0,0.938,step2,practice
1.0,0.52,step2,practice
1.0,0.4209,step2,practice
0.0,0.442,step2,practice
1.0,0.5515,step2,practice
1.0,0.6981,step3,practice
1.0,0.5671,step3,practice
1.0,0.5298,step3,practice
1.0,0.4142,step3,practice
1.0,0.55,step3,practice
1.0,0.5916,step3,practice
1.0,0.5979,step3,practice
1.0,0.5143,step3,practice
0.0,0.605,step3,practice
1.0,0.9004,step3,practice
1.0,0.5533,step3,practice
1.0,0.569,step3,practice
1.0,0.5267,step3,practice
1.0,0.5332,step3,practice
1.0,0.507,step3,practice
1.0,0.6578,step3,practice
1.0,0.5249,step3,practice
1.0,0.5117,step3,practice
1.0,0.767,step3,practice
1.0,0.5179,step3,practice
1.0,0.6388,step3,test
0.0,0.3733,step3,test
1.0,2.5934,step3,test
1.0,0.5005,step3,test
1.0,0.4732,step3,test
1.0,0.7056,step3,test
1.0,0.5199,step3,test
1.0,0.489,step3,test
1.0,0.4505,step3,test
1.0,0.617,step3,test
1.0,0.5214,step3,test
1.0,1.0078,step3,test
1.0,0.7056,step3,test
1.0,0.7217,step3,test
1.0,0.5582,step3,test
1.0,0.4923,step3,test
1.0,0.6584,step3,test
1.0,0.7782,step3,test
1.0,0.6003,step3,test
1.0,0.6347,step3,test
1.0,0.5364,step3,test
1.0,0.5379,step3,test
1.0,0.5904,step3,test
1.0,0.4183,step3,test
1.0,0.586,step3,test
1.0,0.6564,step3,test
1.0,0.6001,step3,test
1.0,0.5205,step3,test
0.0,0.7714,step3,test
1.0,0.5683,step3,test
1.0,0.5519,step3,test
1.0,0.6873,step3,test
1.0,0.4508,step3,test
1.0,0.4577,step3,test
1.0,0.389,step3,test
1.0,0.5503,step3,test
1.0,0.5173,step3,test
1.0,0.6068,step3,test
1.0,0.4894,step3,test
0.0,0.5836,step3,test
1.0,0.6392,step4,practice
1.0,0.4343,step4,practice
0.0,0.4583,step4,practice
1.0,0.5415,step4,practice
0.0,0.5208,step4,practice
1.0,1.1001,step4,practice
1.0,0.484,step4,practice
1.0,0.4014,step4,practice
1.0,0.5506,step4,practice
1.0,0.4842,step4,practice
1.0,0.3345,step4,practice
1.0,0.3395,step4,practice
1.0,0.3669,step4,practice
1.0,0.7338,step4,practice
1.0,0.4338,step4,practice
1.0,0.5709,step4,practice
0.0,0.8858,step4,practice
1.0,0.5183,step4,practice
1.0,0.567,step4,practice
0.0,0.3239,step4,practice
1.0,0.9239,step5,practice
1.0,0.554,step5,practice
1.0,0.6766,step5,practice
1.0,0.6672,step5,practice
1.0,0.9674,step5,practice
1.0,0.6451,step5,practice
1.0,1.1564,step5,practice
1.0,0.7069,step5,practice
0.0,0.8171,step5,practice
1.0,0.5177,step5,practice
1.0,0.4983,step5,practice
1.0,0.676,step5,practice
1.0,0.9388,step5,practice
1.0,0.6025,step5,practice
1.0,0.8184,step5,practice
1.0,0.615,step5,practice
0.0,0.7674,step5,practice
1.0,1.0666,step5,practice
1.0,0.7683,step5,practice
0.0,1.07,step5,practice
1.0,0.9474,step5,test
1.0,0.6865,step5,test
1.0,1.1004,step5,test
1.0,0.6829,step5,test
1.0,0.5642,step5,test
1.0,1.0974,step5,test
1.0,1.0088,step5,test
1.0,0.5882,step5,test
1.0,0.718,step5,test
1.0,0.4671,step5,test
1.0,0.4906,step5,test
0.0,0.3386,step5,test
1.0,0.6058,step5,test
1.0,0.5569,step5,test
1.0,0.582,step5,test
1.0,0.689,step5,test
1.0,1.4066,step5,test
1.0,0.8747,step5,test
1.0,0.591,step5,test
1.0,0.6553,step5,test
1.0,0.4696,step5,test
1.0,0.8645,step5,test
1.0,0.5308,step5,test
1.0,0.7375,step5,test
1.0,1.2836,step5,test
1.0,0.634,step5,test
1.0,1.0099,step5,test
1.0,1.1229,step5,test
1.0,1.1258,step5,test
1.0,0.8491,step5,test
1.0,0.547,step5,test
1.0,0.3739,step5,test
1.0,0.8152,step5,test
1.0,0.4978,step5,test
1.0,0.4977,step5,test
1.0,0.5014,step5,test
1.0,0.8424,step5,test
1.0,0.5998,step5,test
1.0,0.6005,step5,test
1.0,1.3195,step5,test
